city,country,state
Ampataka,Madagascar,Fianarantsoa
Zachary,United States,Louisiana
Cal,Turkey,Denizli
Ban Mon Pin,Thailand,Chiang Mai
Puttlingen,Germany,Saarland
Amboanana,Madagascar,Antananarivo
Aguas Formosas,Brazil,Minas Gerais
Norton,United States,Massachusetts
La Crau,France,Provence-Alpes-Cote d’Azur
Shovot,Uzbekistan,Xorazm
Lgov,Russia,Kurskaya Oblast’
Sommerda,Germany,Thuringia
Quitandinha,Brazil,Parana
Gatada,India,Andhra Pradesh
Kamatgi,India,Maharashtra
Rampur Tilak,India,Bihar
Gulagac,Turkey,Aksaray
Huercal de Almeria,Spain,Andalusia
Cranbrook,Canada,British Columbia
Zatec,Czechia,Ústecký Kraj
Nakhl-e Taqi,Iran,Bushehr
Lede,Belgium,Flanders
Aroeiras,Brazil,Paraiba
Kabudarahang,Iran,Hamadan
Hochheim am Main,Germany,Hesse
Rampur,India,West Bengal
Ismailpur,India,Bihar
Noci,Italy,Puglia
Stillwater,United States,Minnesota
Kottakota,India,Andhra Pradesh
Jalakandapuram,India,Tamil Nadu
Kilmangalam,India,Tamil Nadu
Torredembarra,Spain,Catalonia
Abdulino,Russia,Orenburgskaya Oblast’
Ferguson,United States,Pennsylvania
Bandar-e Kong,Iran,Hormozgan
Karia Ba Mohamed,Morocco,Fès-Meknès
Julio de Castilhos,Brazil,Rio Grande do Sul
Dolny Kubin,Slovakia,Žilina
Jamiltepec,Mexico,Oaxaca
Rizal,Philippines,Cagayan
Nova Olimpia,Brazil,Mato Grosso
Punta Gorda,United States,Florida
Meylan,France,Auvergne-Rhone-Alpes
Pokaran,India,Rajasthan
Deerfield,United States,Illinois
Badger,United States,Alaska
Seminole,United States,Florida
Riacho das Almas,Brazil,Pernambuco
Twinsburg,United States,Ohio
Uzhur,Russia,Krasnoyarskiy Kray
Bhagabanpur,India,West Bengal
Oberasbach,Germany,Bavaria
Hindoria,India,Madhya Pradesh
La Union,Colombia,Antioquia
Gomishan,Iran,Golestan
Ellensburg,United States,Washington
La Eliana,Spain,Valencia
Lumphat,Cambodia,Ratanakiri
Ainan,Japan,Ehime
Wallingford Center,United States,Connecticut
Mure,Japan,Kagawa
Mount Eliza,Australia,Victoria
Forio,Italy,Campania
Louviers,France,Normandie
Navraftor,Tajikistan,Khatlon
Griffith,Australia,New South Wales
Rurrenabaque,Bolivia,El Beni
Antas,Brazil,Bahia
Boiro,Spain,Galicia
Naantali,Finland,Varsinais-Suomi
Huehuetla,Mexico,Puebla
Marwa,India,Bihar
Carambei,Brazil,Parana
Valenza,Italy,Piedmont
Bredene,Belgium,Flanders
Sukumo,Japan,KOchi
Kalmthout,Belgium,Flanders
Vera,Argentina,Santa Fe
Naples,United States,Florida
Lumberton,United States,North Carolina
Maracacume,Brazil,Maranhao
Palmi,Italy,Calabria
Karuppur,India,Tamil Nadu
Dadeldhura,Nepal,
Aberdeen,United States,New Jersey
Cuquio,Mexico,Jalisco
San Teodoro,Philippines,Oriental Mindoro
Vargem Alta,Brazil,Espirito Santo
Tazishan,China,Hebei
Tora,India,Odisha
Vilavur,India,Tamil Nadu
Claremore,United States,Oklahoma
Ap Khanh Hung,Vietnam,Can Tho
Tak Bai,Thailand,Narathiwat
Toshloq,Uzbekistan,Farg‘ona
Pastavy,Belarus,Vitsyebskaya Voblasts’
Bad Driburg,Germany,North Rhine-Westphalia
La Ligua,Chile,Valparaiso
Ait Ben Daoudi,Morocco,Marrakech-Safi
Diamante,Argentina,Entre Rios
Castelfidardo,Italy,Marche
Five Forks,United States,South Carolina
El Rosal,Colombia,Cundinamarca
Lumbayanague,Philippines,Lanao del Sur
Apora,Brazil,Bahia
Maitland,United States,Florida
Arita,Japan,Saga
Ifanirea,Madagascar,Fianarantsoa
Tlalnelhuayocan,Mexico,Veracruz
Raisari,India,Bihar
Nanthankulam,India,Tamil Nadu
Akune,Japan,Kagoshima
Kurumbapalaiyam,India,Tamil Nadu
Aizumisato,Japan,Fukushima
West Manchester,United States,Pennsylvania
Cerqueira Cesar,Brazil,Sao Paulo
Santa Ana Jilotzingo,Mexico,Mexico
Kasterlee,Belgium,Flanders
Shichigahama,Japan,Miyagi
Hermiston,United States,Oregon
Lakshmaneswaram,India,Andhra Pradesh
Varzelandia,Brazil,Minas Gerais
Shemonaikha,Kazakhstan,
Nikolayevsk-na-Amure,Russia,Khabarovskiy Kray
Londerzeel,Belgium,Flanders
Nayagarh,India,Odisha
Moissy-Cramayel,France,Ile-de-France
Ashkezar,Iran,Yazd
Valle,Ecuador,Azuay
Moreni,Romania,DamboviTa
Banni,India,Bihar
Malanday,Philippines,Valenzuela
Fond des Blancs,Haiti,Sud
White Oak,United States,Ohio
Aguas de Lindoia,Brazil,Sao Paulo
Eiheiji,Japan,Fukui
Ranomena,Madagascar,Fianarantsoa
Luneville,France,Grand Est
Achocalla,Bolivia,La Paz
Amares,Portugal,Braga
Dianopolis,Brazil,Tocantins
Beaconsfield,Canada,Quebec
Ambodinonoka,Madagascar,Fianarantsoa
Nanjanad,India,Tamil Nadu
Abdurahmoni Jomi,Tajikistan,Khatlon
Binh Minh,Vietnam,Vĩnh Long
Viradouro,Brazil,Sao Paulo
Barhampur,India,Bihar
Ixtlahuacan del Rio,Mexico,Jalisco
Ban Na Yang,Thailand,Phetchaburi
Buriti dos Lopes,Brazil,Piaui
Sint-Genesius-Rode,Belgium,Flanders
Palma Campania,Italy,Campania
Paillaco,Chile,Los Rios
Sendamaram,India,Tamil Nadu
Silvania,Brazil,Goias
Inaja,Brazil,Alagoas
Sartell,United States,Minnesota
Ballincollig,Ireland,Cork
Mumbwa,Zambia,Central
Jadcherla,India,Andhra Pradesh
Bezaha,Madagascar,Toliara
Shirin,Uzbekistan,Sirdaryo
Xinhua,China,Gansu
San Gabriel,Philippines,La Union
Malimono,Philippines,Surigao del Norte
Preakness,United States,New Jersey
Shimomura,Japan,Nagano
Saugerties,United States,New York
Mahazoarivo,Madagascar,Fianarantsoa
Telpaneca,Nicaragua,Madriz
Valenzano,Italy,Puglia
Gostynin,Poland,Mazowieckie
Rawmarsh,United Kingdom,Rotherham
Preveza,Greece,ipeiros
Maumelle,United States,Arkansas
Hazorasp,Uzbekistan,Xorazm
Targu Neamt,Romania,NeamT
Lakhnadon,India,Madhya Pradesh
Cabaceiras do Paraguacu,Brazil,Bahia
Zuidhorn,Netherlands,Groningen
Umburanas,Brazil,Bahia
Pinole,United States,California
Silver Spring,United States,Pennsylvania
Anjahabe,Madagascar,Mahajanga
Akureyri,Iceland,Akureyri
Miarinavaratra,Madagascar,Fianarantsoa
Springwater,Canada,Ontario
Cofradia,Honduras,Cortes
Duero,Philippines,Bohol
Tinton Falls,United States,New Jersey
Guernica y Luno,Spain,Basque Country
Kosatarosh,Tajikistan,Sughd
Haaltert,Belgium,Flanders
Ambalanirana,Madagascar,Antananarivo
Tanambe,Madagascar,Toamasina
Nova Petropolis,Brazil,Rio Grande do Sul
Kalugumalai,India,Tamil Nadu
Pruzhany,Belarus,Brestskaya Voblasts’
Matteson,United States,Illinois
Caowotan,China,Gansu
Santander,Philippines,Cebu
Proletarsk,Russia,Rostovskaya Oblast’
Manantenina,Madagascar,Toliara
Belamoty,Madagascar,Toliara
Schneverdingen,Germany,Lower Saxony
Bajo Boquete,Panama,Chiriqui
El Bolson,Argentina,Rio Negro
Bronte,Italy,Sicilia
Dixon,United States,California
Arcata,United States,California
Alsip,United States,Illinois
Dankov,Russia,Lipetskaya Oblast’
Martigny,Switzerland,Valais
Bukungu,Uganda,Buyende
Pitseng,Lesotho,Leribe
Mill Hill,United Kingdom,Barnet
Onega,Russia,Arkhangel’skaya Oblast’
Ambatomena,Madagascar,Antananarivo
Cumberland,United States,Maryland
Renningen,Germany,Baden-Wurttemberg
Ghedi,Italy,Lombardy
Oirschot,Netherlands,Noord-Brabant
San Rafael La Independencia,Guatemala,Huehuetenango
Peduasi,Ghana,Eastern
Aburi,Ghana,Eastern
Devadanappatti,India,Tamil Nadu
Ambatosia,Madagascar,Mahajanga
Eitorf,Germany,North Rhine-Westphalia
Khokha,India,Bihar
Caconde,Brazil,Sao Paulo
Midlothian,United States,Virginia
Scituate,United States,Massachusetts
Shimanovsk,Russia,Amurskaya Oblast’
Cortes,Philippines,Bohol
Dusti,Tajikistan,Khatlon
Befandriana Atsimo,Madagascar,Toliara
Beshkent Shahri,Uzbekistan,Qashqadaryo
Uwchlan,United States,Pennsylvania
Haukipudas,Finland,Pohjois-Pohjanmaa
Heerde,Netherlands,Gelderland
Laukaa,Finland,Keski-Suomi
Tiruvadamarudur,India,Tamil Nadu
Mitsinjo,Madagascar,Mahajanga
San Sebastian Salitrillo,El Salvador,Santa Ana
Beni Zouli,Morocco,Draa-Tafilalet
Stord,Norway,Vestland
Banovce nad Bebravou,Slovakia,Nitra
Odzak,Bosnia and Herzegovina,"Bosnia and Herzegovina, Federation of"
Warwick,United States,Pennsylvania
Kamienna Gora,Poland,Dolnośląskie
Heanor,United Kingdom,Derbyshire
Las Terrenas,Dominican Republic,Cibao Nordeste
Wodonga,Australia,Victoria
Aci Castello,Italy,Sicilia
Winchester,United States,Kentucky
Sylvania,United States,Ohio
Ribera,Italy,Sicilia
Rizal,Philippines,Laguna
Zola Predosa,Italy,Emilia-Romagna
Vitre,France,Bretagne
Motomachi,Japan,HokkaidO
Sebaste,Philippines,Antique
Chichiriviche,Venezuela,Falcon
Chorozinho,Brazil,Ceara
Raghunathpur,India,Bihar
Dorval,Canada,Quebec
Prenzlau,Germany,Brandenburg
Qitai,China,Inner Mongolia
Jiaoxiyakou,China,Yunnan
Avion,France,Hauts-de-France
Razole,India,Andhra Pradesh
Korsimoro,Burkina Faso,Centre-Nord
Altamira,Dominican Republic,Cibao Norte
Nal Khera,India,Madhya Pradesh
Ajacuba,Mexico,Hidalgo
Qo'shko'pir,Uzbekistan,Xorazm
Rawa Mazowiecka,Poland,Lodzkie
Marktoberdorf,Germany,Bavaria
Guachucal,Colombia,Nariño
Appley Bridge,United Kingdom,Lancashire
Montceau-les-Mines,France,Bourgogne-Franche-Comte
Ban Bo Haeo,Thailand,Lampang
Madalag,Philippines,Aklan
Bourbonnais,United States,Illinois
Kalynivka,Ukraine,Vinnytska Oblast
San Juan Ermita,Guatemala,Chiquimula
Durango,United States,Colorado
Jucuapa,El Salvador,Usulutan
Itapororoca,Brazil,Paraiba
Santo Antonio do Sudoeste,Brazil,Parana
Ab Pakhsh,Iran,Bushehr
Villaquilambre,Spain,Castille-Leon
Central Point,United States,Oregon
Choghadak,Iran,Bushehr
Ansonia,United States,Connecticut
Castel Maggiore,Italy,Emilia-Romagna
Be'er Ya`aqov,Israel,Central
Rubiataba,Brazil,Goias
Pindoretama,Brazil,Ceara
Baena,Spain,Andalusia
Bergeijk,Netherlands,Noord-Brabant
Gautier,United States,Mississippi
Fihaonana,Madagascar,Antananarivo
Kakraul,India,Bihar
Elumalai,India,Tamil Nadu
Monroe,United States,Connecticut
Naousa,Greece,Kentriki Makedonia
Affton,United States,Missouri
Tado,Colombia,Choco
Narangba,Australia,Queensland
Nauen,Germany,Brandenburg
Cachoeirinha,Brazil,Pernambuco
Contamana,Peru,Loreto
Baturbari,India,Bihar
Guarei,Brazil,Sao Paulo
Ponmana,India,Tamil Nadu
Itatira,Brazil,Ceara
Ipaba,Brazil,Minas Gerais
Polohy,Ukraine,Zaporizka Oblast
Pirkkala,Finland,Pirkanmaa
Highland,United States,Utah
Antonina,Brazil,Parana
Sudbury,United States,Massachusetts
San Sebastian de Buenavista,Colombia,Magdalena
Chapada dos Guimaraes,Brazil,Mato Grosso
Fakfak,Indonesia,Papua Barat
Fox Crossing,United States,Wisconsin
Massaguet,Chad,Hadjer-Lamis
Paks,Hungary,Tolna
Franklin Farm,United States,Virginia
Mo i Rana,Norway,Nordland
Arroio do Meio,Brazil,Rio Grande do Sul
Palaiyampatti,India,Tamil Nadu
Tonantins,Brazil,Amazonas
Kabala,Sierra Leone,Northern
Kariyapatti,India,Tamil Nadu
Togba,Benin,Couffo
Bad Reichenhall,Germany,Bavaria
Augusta,United States,Maine
Hoppegarten,Germany,Brandenburg
Hala,China,Guizhou
Nelidovo,Russia,Tverskaya Oblast’
Conceicao,Brazil,Paraiba
Louny,Czechia,Ústecký Kraj
Cocoa,United States,Florida
Anzoategui,Colombia,Tolima
Sestri Levante,Italy,Liguria
Padre Paraiso,Brazil,Minas Gerais
Velez,Colombia,Santander
Tadigadapa,India,Andhra Pradesh
Alfeld,Germany,Lower Saxony
Bartow,United States,Florida
Kalabahi,Indonesia,Nusa Tenggara Timur
Muttenz,Switzerland,Basel-Landschaft
Kovylkino,Russia,Mordoviya
San Julian,El Salvador,Sonsonate
Boissy-Saint-Leger,France,Ile-de-France
Villanueva,Colombia,La Guajira
Rosedale,United States,California
Fushe-Kruje,Albania,Durres
Tessenderlo,Belgium,Flanders
Sirvel,India,Andhra Pradesh
Arac,Turkey,Kastamonu
Ebbw Vale,United Kingdom,Blaenau Gwent
Piatykhatky,Ukraine,Dnipropetrovska Oblast
Mellacheruvu,India,Andhra Pradesh
Szazhalombatta,Hungary,Pest
Taft,Philippines,Eastern Samar
Nunungan,Philippines,Lanao del Norte
Tocaima,Colombia,Cundinamarca
Nefas Mewch'a,Ethiopia,amara
Brownwood,United States,Texas
Futog,Serbia,
Oulmes,Morocco,Rabat-Sale-Kenitra
Tadikonda,India,Andhra Pradesh
Maimon,Dominican Republic,Cibao Sur
Molakalumuru,India,Karnataka
Hopkins,United States,Minnesota
Kara-Kol,Kyrgyzstan,Jalal-Abad
Kalach,Russia,Voronezhskaya Oblast’
Umirim,Brazil,Ceara
Monor,Hungary,Pest
Milton,United States,New York
Le Pontet,France,Provence-Alpes-Cote d’Azur
Alzenau in Unterfranken,Germany,Bavaria
Anandpur,India,Punjab
Berkovitsa,Bulgaria,Montana
Taufkirchen,Germany,Bavaria
Bradfordville,United States,Florida
Crimmitschau,Germany,Saxony
Ngathainggyaung,Myanmar,Ayeyarwady
Targu Secuiesc,Romania,Covasna
Villa Nueva,Argentina,Cordoba
Heguri,Japan,Nara
Thomasville,United States,Georgia
Antotohazo,Madagascar,Antananarivo
Yeddumailaram,India,Andhra Pradesh
Balilihan,Philippines,Bohol
Osny,France,Ile-de-France
Khorabar,India,Uttar Pradesh
Vestby,Norway,Viken
Dzuunharaa,Mongolia,Selenge
Koriapatti,India,Bihar
Paglat,Philippines,Maguindanao
Gossau,Switzerland,Sankt Gallen
Porto Acre,Brazil,Acre
Springboro,United States,Ohio
Mennzel Bou Zelfa,Tunisia,Nabeul
Chowchilla,United States,California
Ferguson,United States,Missouri
Altus,United States,Oklahoma
Lukovit,Bulgaria,Lovech
Mahis,Jordan,Al Balqa’
Starobilsk,Ukraine,Luhanska Oblast
Rajmahal,India,West Bengal
Avon,United States,Connecticut
Or `Aqiva,Israel,Haifa
Ascencion de Guarayos,Bolivia,Santa Cruz
Carlos Spegazzini,Argentina,Buenos Aires
Kegalle,Sri Lanka,Sabaragamuwa
Soalkuchi,India,Assam
Santa Fe Springs,United States,California
Marsciano,Italy,Umbria
Sortavala,Russia,Kareliya
Batalha,Brazil,Alagoas
Mukkudal,India,Tamil Nadu
Szamotuly,Poland,Wielkopolskie
Montrouis,Haiti,Ouest
Lessines,Belgium,Wallonia
Siderno Marina,Italy,Calabria
Middelburg,South Africa,Eastern Cape
Bensenville,United States,Illinois
Thorold,Canada,Ontario
Palmeiras,Brazil,Maranhao
East Lyme,United States,Connecticut
Ban Mai,Thailand,Nakhon Ratchasima
Owego,United States,New York
Novyy Oskol,Russia,Belgorodskaya Oblast’
Manullahpatti,India,Bihar
Bremervorde,Germany,Lower Saxony
Kiliia,Ukraine,Odeska Oblast
Bni Bouayach,Morocco,Tanger-Tetouan-Al Hoceima
Catarina,Brazil,Ceara
Weissenburg,Germany,Bavaria
Villa Rica,Colombia,Cauca
Donihue,Chile,Libertador General Bernardo O’Higgins
San Lorenzo de El Escorial,Spain,Madrid
Engenheiro Coelho,Brazil,Sao Paulo
Bidestan,Iran,Qazvin
Guaranesia,Brazil,Minas Gerais
Colonia,United States,New Jersey
Ronkonkoma,United States,New York
Kappiyara,India,Tamil Nadu
Yupiltepeque,Guatemala,Jutiapa
Beltsville,United States,Maryland
Kljuc,Bosnia and Herzegovina,"Bosnia and Herzegovina, Federation of"
Kinzau-Vuete,Congo (Kinshasa),Kongo Central
Shuangluan,China,Hebei
Oxon Hill,United States,Maryland
Emba,Kazakhstan,
Stekene,Belgium,Flanders
Goyty,Russia,Chechnya
Ibitita,Brazil,Bahia
Concord,United States,Missouri
Onalaska,United States,Wisconsin
Retiro,Chile,Maule
Konz,Germany,Rhineland-Palatinate
Bad Durkheim,Germany,Rhineland-Palatinate
Reota,India,Bihar
Farias Brito,Brazil,Ceara
Ajaigarh,India,Madhya Pradesh
Blooming Grove,United States,New York
Buckhall,United States,Virginia
Rufino,Argentina,Santa Fe
Longjia,China,Hainan
Camrose,Canada,Alberta
Ranquitte,Haiti,Nord
Los Lagos,Chile,Los Rios
Gandarbal,India,Jammu and Kashmir
Domodossola,Italy,Piedmont
Salamina,Colombia,Caldas
Tottiyam,India,Tamil Nadu
Cambridge,New Zealand,Waikato
Jbabra,Morocco,Fès-Meknès
Schonefeld,Germany,Brandenburg
Kumbhraj,India,Madhya Pradesh
Berea,United States,Ohio
Ammapettai,India,Tamil Nadu
Miyatoko,Japan,Fukuoka
Round Lake,United States,Illinois
Ottawa,United States,Illinois
Cafarnaum,Brazil,Bahia
Edessa,Greece,Kentriki Makedonia
Murambi,Rwanda,Northern Province
Wisconsin Rapids,United States,Wisconsin
Jora Khurd,India,Madhya Pradesh
Abong Mbang,Cameroon,Est
Sanpaicun,China,Guangdong
Destelbergen,Belgium,Flanders
Tsivory,Madagascar,Toliara
Morales,Colombia,Bolivar
Inhapi,Brazil,Alagoas
Cerkes,Turkey,Çankırı
Leteri,India,Madhya Pradesh
Laives,Italy,Trentino-Alto Adige
Picui,Brazil,Paraiba
Rutigliano,Italy,Puglia
Asakapalle,India,Andhra Pradesh
Caiaponia,Brazil,Goias
Sidi Allal Tazi,Morocco,Rabat-Sale-Kenitra
Surovikino,Russia,Volgogradskaya Oblast’
Toflea,Romania,GalaTi
Qaryat al Qi`an,Libya,Nalut
Anderanboukan,Mali,Gao
Doura,Guinea,Kankan
Mumford,Ghana,Central
Ibipeba,Brazil,Bahia
Keskin,Turkey,Kırıkkale
Pitimbu,Brazil,Paraiba
Santiago de Maria,El Salvador,Usulutan
Sendarappatti,India,Tamil Nadu
Carlos Chagas,Brazil,Minas Gerais
Tummalapenta,India,Andhra Pradesh
Niar,Iran,Ardabil
Liuma,China,Guizhou
Jhagarua,India,Bihar
Vovchansk,Ukraine,Kharkivska Oblast
Capua,Italy,Campania
Marshfield,United States,Wisconsin
Jaguaripe,Brazil,Bahia
Bagnols-sur-Ceze,France,Occitanie
Vlotho,Germany,North Rhine-Westphalia
Terzigno,Italy,Campania
Boa Vista do Tupim,Brazil,Bahia
Raghunathpur,India,Bihar
Orastie,Romania,Hunedoara
Kavalerovo,Russia,Primorskiy Kray
Siddapur,India,Karnataka
Filomeno Mata,Mexico,Veracruz
Sheridan,United States,Wyoming
Thorne,United Kingdom,Doncaster
Baliangao,Philippines,Misamis Occidental
San Rafael Pie de la Cuesta,Guatemala,San Marcos
Itapiuna,Brazil,Ceara
Jiadong,Taiwan,Pingtung
Bilar,Philippines,Bohol
Pohadi,India,Bihar
Freilassing,Germany,Bavaria
Acharipallam,India,Tamil Nadu
Myslenice,Poland,Małopolskie
Malnate,Italy,Lombardy
Creve Coeur,United States,Missouri
Ughara,India,Bihar
Johnstown,United States,Pennsylvania
Bonen,Germany,North Rhine-Westphalia
Ashland,United States,Massachusetts
South Frontenac,Canada,Ontario
Guanzhai,China,Guizhou
Antombana,Madagascar,Antsiranana
Bonanza,Nicaragua,Costa Caribe Norte
Sahna,India,Punjab
Lora del Rio,Spain,Andalusia
Limay,France,Ile-de-France
Tamri,Morocco,Souss-Massa
Kulu,India,Himachal Pradesh
Unhel,India,Madhya Pradesh
Cajari,Brazil,Maranhao
Fayetteville,United States,Georgia
Sivandipuram,India,Tamil Nadu
Solrod Strand,Denmark,Sjælland
Bimgal,India,Andhra Pradesh
Jawkatia,India,Bihar
Malacacheta,Brazil,Minas Gerais
Porto Real,Brazil,Rio de Janeiro
Bistaria,India,Bihar
Skara,Sweden,Vastra Gotaland
Bombon,Philippines,Camarines Sur
Manganj,India,Bihar
Vanino,Russia,Khabarovskiy Kray
Cimarron Hills,United States,Colorado
Carnaiba,Brazil,Pernambuco
Shaogang,China,Ningxia
Knightdale,United States,North Carolina
Tata,Morocco,Souss-Massa
Beerse,Belgium,Flanders
Cluses,France,Auvergne-Rhone-Alpes
Unquillo,Argentina,Cordoba
Tatsuno,Japan,Nagano
Orestiada,Greece,Anatoliki Makedonia kai Thraki
Olho d'Agua das Cunhas,Brazil,Maranhao
Tarifa,Spain,Andalusia
Aminpur,India,Andhra Pradesh
Busovaca,Bosnia and Herzegovina,"Bosnia and Herzegovina, Federation of"
Montville,United States,Connecticut
Saylac,Somalia,Awdal
Pottanur,India,Tamil Nadu
Gidi,India,Jharkhand
Sam Phran,Thailand,Nakhon Pathom
Misato,Japan,Akita
Taio,Brazil,Santa Catarina
Bhawanipur,India,Bihar
Lahnstein,Germany,Rhineland-Palatinate
Yoshimi,Japan,Saitama
Kuttalam,India,Tamil Nadu
Kunitomi,Japan,Miyazaki
Chubek,Tajikistan,Khatlon
Bals,Romania,Olt
Timoktene,Algeria,Adrar
Payyannur,India,Kerala
Phelan,United States,California
Paluan,Philippines,Occidental Mindoro
Firminy,France,Auvergne-Rhone-Alpes
Brand,Germany,North Rhine-Westphalia
Denizciler,Turkey,Hatay
Budrio,Italy,Emilia-Romagna
Brook Park,United States,Ohio
Vissannapeta,India,Andhra Pradesh
San Carlos Park,United States,Florida
Veternik,Serbia,
Gerd Faramarz Shahediyeh,Iran,Yazd
Abrandabad-e Shahediyeh,Iran,Yazd
Carius,Brazil,Ceara
Conceicao do Almeida,Brazil,Bahia
Zhangshicun,China,Guangdong
Tinajeros,Philippines,Malabon
Presidente Olegario,Brazil,Minas Gerais
Dapi,Taiwan,Yunlin
Mukondapalli,India,Tamil Nadu
Presidente Medici,Brazil,Rondonia
Kasongan,Indonesia,Kalimantan Tengah
Colina,Brazil,Sao Paulo
Neopolis,Brazil,Sergipe
Moloacan,Mexico,Veracruz
Newton,United States,Kansas
Kristiansund,Norway,Møre og Romsdal
Bel Air,Mauritius,Flacq
Oskarshamn,Sweden,Kalmar
Pitt Meadows,Canada,British Columbia
Zagarolo,Italy,Lazio
Nigran,Spain,Galicia
Capanema,Brazil,Parana
Priozersk,Russia,Leningradskaya Oblast’
San Celoni,Spain,Catalonia
Pizarro,Colombia,Choco
Santa Cruz Zenzontepec,Mexico,Oaxaca
Kotta Kalidindi,India,Andhra Pradesh
Melville,United States,New York
Springfield,United States,Tennessee
San Diego,Colombia,Cesar
Wheatfield,United States,New York
Turuvanur,India,Karnataka
Ranzan,Japan,Saitama
Feilding,New Zealand,Manawatu-Wanganui
Chouafaa,Morocco,Rabat-Sale-Kenitra
Tinoc,Philippines,Ifugao
Tyagadurgam,India,Tamil Nadu
Poulton le Fylde,United Kingdom,Lancashire
Guadix,Spain,Andalusia
Berkhampstead,United Kingdom,Hertfordshire
Asuncion Nochixtlan,Mexico,Oaxaca
Shaoyu,China,Gansu
Osku,Iran,az̄arbayjan-e Sharqi
Borgo San Lorenzo,Italy,Tuscany
Heusweiler,Germany,Saarland
Langen,Germany,Lower Saxony
Miedzyrzecz,Poland,Lubuskie
Vera,Spain,Andalusia
Sarotar,India,Bihar
Guabiruba,Brazil,Santa Catarina
Toyono,Japan,Osaka
Cordenons,Italy,Friuli Venezia Giulia
Palestine,United States,Texas
Fatima,Brazil,Bahia
Bramhall,United Kingdom,Stockport
San Blas Atempa,Mexico,Oaxaca
Tha Bo,Thailand,Nong Khai
Campo de la Cruz,Colombia,Atlantico
Kherameh,Iran,Fars
Walcourt,Belgium,Wallonia
Littau,Switzerland,Luzern
Bitkine,Chad,Guera
Siqueira Campos,Brazil,Parana
